claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
IN emerging_adjacencies cagr_forecast,18.06,percent,USD,IN,emerging_adjacencies,2026-2032,range,NA,MarkNtel Advisors,https://www.marknteladvisors.com/research-library/india-k-beauty-products-market-report.html,2026-07-25,LOW,"[CORRIDOR] MarkNtel: India K-beauty CAGR 18.06% 2026-2032 (USD 310mn 2025 to USD 872mn 2032). Organised/unorganised coverage not stated. cf Credence Research 10.00% 2024-2032 — a 1.8x gap on the growth rate on top of a contradictory size base; definitional mismatch unresolved, do not average."
IN emerging_adjacencies cagr_forecast,10.0,percent,USD,IN,emerging_adjacencies,2024-2032,range,NA,Credence Research,https://www.credenceresearch.com/report/india-k-beauty-product-market,2026-07-25,LOW,"[CORRIDOR] Credence: India K-beauty CAGR 10.00% 2024-2032 (USD 406.58mn 2023 to USD 959.33mn 2032). Organised/unorganised coverage not stated. cf MarkNtel 18.06% 2026-2032 — 1.8x gap, and the two size bases contradict each other outright; definitional mismatch unresolved, do not average."
IN emerging_adjacencies growth_yoy,20.0,percent,INR,IN,emerging_adjacencies,FY26,FY,NET_REALISATION,"Honasa Consumer Ltd (Mamaearth) -- Q4 and FY26 Investor Presentation, dated 2026-05-21, BSE regulatory filing",https://www.bseindia.com/xml-data/corpfiling/AttachHis/effd8f4c-874e-4947-8969-6cb61c158098.pdf,2026-07-25,HIGH,"SCOPE CAVEAT: company-level, consolidated across Honasas full brand portfolio (Mamaearth, The Derma Co, Aqualogica, Dr. Sheths, BBlunt, Staze, Reginald Men), not a category-wide clean/vegan market figure -- no market-wide series exists. Filed under emerging_adjacencies/clean_vegan because Mamaearth (clean, toxin-free, Made Safe-certified positioning) is Honasas flagship and largest brand and anchors the portfolios identity, though some house brands (The Derma Co, Aqualogica) are actives/dermatology-positioned rather than clean-vegan specifically. Company-stated headline: Honasa delivered 20% YoY growth in FY26 (Apr25-Mar26); Revenue from Operations INR 2,479 Cr vs INR 2,067 Cr in FY25 (internally consistent, implies 19.9%). Covers organised-market listed-company sales (ecommerce + general/modern trade) only; no unorganised-market read implied or available."
IN fragrances import_value,0.331681,usd_bn,USD,IN,fragrances,2024,CY,IMPORT_CIF,UN Comtrade,https://comtradeplus.un.org,2026-07-23,HIGH,"HS 3303 India imports from World (UN Comtrade, CIF USD)."
IN fragrances import_value,0.000135,usd_bn,USD,IN,fragrances,2024,CY,IMPORT_CIF,UN Comtrade,https://comtradeplus.un.org,2026-07-23,HIGH,"HS 3303 India imports from Korea (UN Comtrade, CIF USD). [CORRIDOR]"
IN fragrances import_value,0.000249,usd_bn,USD,IN,fragrances,2024,CY,IMPORT_CIF,UN Comtrade,https://comtradeplus.un.org,2026-07-23,HIGH,"HS 3303 India imports from China (UN Comtrade, CIF USD)."
IN fragrances market_size,2.6,usd_bn,USD,IN,fragrances,2024,CY,RETAIL,Industry (FMCG analysis via LinkedIn),https://www.linkedin.com/posts/vishekpratap_fmcg-indianmarket-fragrance-activity-7359092677608419328-Pnhv,2026-07-23,LOW,India perfume+DEODORANT combined; CAGR ~11.1% to US$6.7bn by 2033; broader than perfume-only
IN fragrances market_size,0.281,usd_bn,USD,IN,fragrances,FY24,FY,RETAIL,Markets and Data,https://www.marketsandata.com/industry-reports/india-perfume-market,2026-07-23,LOW,India PERFUME-ONLY (narrower); CAGR 15.23% to US$0.873bn FY2032
IN fragrances import_dependence,12.8,percent,USD,IN,fragrances,2024,CY,NA,Derived (UN Comtrade / industry),,2026-07-23,ESTIMATE,"Import-vs-make: premium fragrance import-reliant, mass domestic"
IN fragrances revenue,1200.0,inr_cr,INR,IN,fragrances,FY25,FY,NET_REALISATION,Economic Times (startups),https://m.economictimes.com/tech/startups/investors-catch-a-big-whiff-of-money-in-d2c-fragrance-firms/articleshow/128079803.cms,2026-07-23,MEDIUM,"Company: Vini Cosmetics (Fogg) — FY25 operating revenue; KKR owns 54% (US$625m, 2021, US$1.2bn valuation)"
IN fragrances cagr_forecast,5.36,percent,USD,IN,fragrances,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/india-perfume-market,2026-07-25,LOW,"PERFUME-ONLY scope, the closest match to the taxonomy 'fragrances' segment (premium/mass/niche perfume): IMARC India perfume USD 1,250.02mn (2025) to USD 1,999.32mn (2034), CAGR 5.36% 2026-2034. Page states no deodorant coverage. Organised/unorganised coverage not stated. cf the same publisher's perfumes-AND-deodorants page at 10.26% (2026-2034) on a USD 2,890.8mn (2025) base — deodorants roughly double the base and double the growth rate, so the two are not substitutes; do not average. Use this one when the cell must be perfume-only."
IN fragrances cagr_forecast,10.26,percent,USD,IN,fragrances,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/india-perfumes-deodorants-market,2026-07-25,LOW,"IMARC: India perfumes & deodorants USD 2,890.8mn (2025) to USD 7,146.3mn (2034), CAGR 10.26% 2026-2034. SCOPE CAVEAT: perfumes AND deodorants combined; the taxonomy 'fragrances' segment is perfume only, so deodorants inflate both base and growth. cf TechSci 11.54% (2025-2030) on a USD 1,540.32mn (2024) base — the two size bases differ ~1.9x, definitional mismatch unresolved, do not average. cf same-publisher perfume-only 5.36%. Organised/unorganised coverage not stated."
IN fragrances cagr_forecast,11.54,percent,USD,IN,fragrances,2025-2030,range,NA,TechSci Research,https://www.techsciresearch.com/report/india-perfumes-deodorants-market/27736.html,2026-07-25,LOW,"TechSci: India perfumes & deodorants USD 1,540.32mn (2024) to USD 2,965.62mn (2030), CAGR 11.54%. SCOPE CAVEAT: perfumes AND deodorants combined. cf IMARC 10.26% (2026-2034) on a USD 2,890.8mn (2025) base — ~1.9x gap on the size base, definitional mismatch unresolved, do not average. Page discusses organised retail expansion but does not state whether the sizing itself covers unorganised trade."
IN fragrances growth_yoy,26.0,percent,INR,IN,fragrances,FY25,Q4,NET_REALISATION,"Titan Company Ltd -- Q4 and FY25 Earnings Presentation (BSE/NSE regulatory filing), dated 2025-05-08",https://www.titancompany.in/sites/default/files/2025-05/Q4FY25%20-%20Earnings%20presentation%20Uploaded.pdf,2026-07-25,HIGH,"SCOPE CAVEAT: company-level (Titans Fragrances division -- SKINN and Fastrack Perfumes brands), not a category-wide India fragrances market figure. Direct quote from source (Emerging Businesses: Quarterly Performance slide): Fragrances recorded a good growth of c.26% YoY primarily led by healthy growth in Fastrack perfumes; overall volume growth in both SKINN and Fastrack was in high double-digits. Period is Q4FY25 (Jan-Mar 2025). Fragrances sits within Titans Emerging Businesses division (blended division Total Income INR 102 Cr in Q4FY25, +5.2% YoY, which also includes Womens Bags +10% and Taneira -4%) -- Fragrances-specific absolute INR revenue not separately disclosed, only the YoY %. Organised-market only (listed company); Titan describes itself as Indias Leading Fine Fragrances Brand."
IN hair_care import_value,0.198534,usd_bn,USD,IN,hair_care,2024,CY,IMPORT_CIF,UN Comtrade,https://comtradeplus.un.org,2026-07-23,HIGH,"HS 3305 India imports from World (UN Comtrade, CIF USD)."
IN hair_care import_value,0.031111,usd_bn,USD,IN,hair_care,2024,CY,IMPORT_CIF,UN Comtrade,https://comtradeplus.un.org,2026-07-23,HIGH,"HS 3305 India imports from China (UN Comtrade, CIF USD)."
IN hair_care market_size,4.3,usd_bn,USD,IN,hair_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/india-haircare-market,2026-07-24,LOW,IMARC labels calendar 2025 (no FY stated). Forecast USD 11.49bn by 2034. Conflicts with Mordor USD 4.1bn 2026 at much lower CAGR (see companion claim) — IMARC's 10.58% CAGR is an outlier.
IN hair_care cagr_forecast,10.58,percent,USD,IN,hair_care,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/india-haircare-market,2026-07-24,LOW,USD 4.30bn 2025 to USD 11.49bn 2034. Outlier vs Mordor 4.73% (2026-2031) — do not use without reconciliation.
IN hair_care market_size,4.1,usd_bn,USD,IN,hair_care,2026,CY,RETAIL,Mordor Intelligence,https://www.mordorintelligence.com/industry-reports/india-hair-care-and-styling-products-market-industry,2026-07-24,LOW,"'Hair care products market' valued USD 4.1bn in 2026, to USD 5.19bn by 2031. Cross-ref IMARC USD 4.30bn 2025 (similar base, divergent forecasts). Source attributes the trajectory to a 'skinification' shift toward actives and serums."
IN hair_care cagr_forecast,4.73,percent,USD,IN,hair_care,2026-2031,range,NA,Mordor Intelligence,https://www.mordorintelligence.com/industry-reports/india-hair-care-and-styling-products-market-industry,2026-07-24,LOW,USD 4.1bn 2026 to USD 5.19bn 2031. Conflicts with IMARC 10.58%.
IN hair_care market_share,45.0,percent,USD,IN,hair_care,2025,CY,NA,IMARC Group,https://www.imarcgroup.com/india-haircare-market,2026-07-24,LOW,"Shampoo share of India haircare market by product type, 2025. Implies ~USD 1.9bn on IMARC's USD 4.30bn base. Conflicts with Mordor's 'conditioners lead with 42.71%' — definitional mismatch between reports."
IN hair_care market_share,42.71,percent,USD,IN,hair_care,2025,CY,NA,Mordor Intelligence,https://www.mordorintelligence.com/industry-reports/india-hair-care-and-styling-products-market-industry,2026-07-24,LOW,"'Conditioners lead with 42.71% market share' (2025, by product type). Likely includes hair oils/treatments in Mordor's 'conditioner' bucket — conflicts with IMARC shampoo-led 45%; definitional mismatch, do not average."
IN hair_care market_size,1.26,usd_bn,USD,IN,hair_care,2025,CY,RETAIL,Expert Market Research,https://www.expertmarketresearch.com/reports/india-shampoo-market,2026-07-24,LOW,Forecast USD 2.01bn by 2035. Lower than the ~USD 1.9bn implied by IMARC's 45% share of USD 4.30bn — differing haircare totals; reconcile before publishing.
IN hair_care cagr_forecast,4.8,percent,USD,IN,hair_care,2026-2035,range,NA,Expert Market Research,https://www.expertmarketresearch.com/reports/india-shampoo-market,2026-07-24,LOW,USD 1.26bn 2025 to USD 2.01bn 2035.
IN hair_care market_size,267.0,usd_mn,USD,IN,hair_care,2023,CY,RETAIL,RedSeer (India Hair Growth Market Report),https://redseer.com/reports/india-hair-growth-market-report/,2026-07-24,MEDIUM,"'Alopecia-driven hair growth market, worth USD 267 Mn in 2023, is set to more than double by 2028.' Mapped to scalp_care (hair-loss/scalp axis); basis not stated, assumed consumer spend. 82mn urban Indians (38% of urban pop) report hair loss; supplements growing at >2x pace of topicals — skinification demand signal."
IN hair_care market_size,155.16,usd_mn,USD,IN,hair_care,2025,CY,RETAIL,Deep Market Insights,https://deepmarketinsights.com/vista/insights/hair-serum-market/india,2026-07-24,LOW,"India HAIR SERUM market (repair serums largest type; 6.43% of global). Mapped to scalp_care per skinification axis — definitional overlap with conditioners_treatments. Forecast USD 317.12mn by 2034. CONFLICT, previously undocumented: IMARC's India hair growth products figure (USD 824.8mn 2025, same period, see companion claim) runs 5.3x higher in the same scalp_care bucket — the two source different (and non-overlapping) product definitions; do not average or treat as convergent."
IN hair_care cagr_forecast,8.21,percent,USD,IN,hair_care,2026-2034,range,NA,Deep Market Insights,https://deepmarketinsights.com/vista/insights/hair-serum-market/india,2026-07-24,LOW,India hair serum: USD 155.16mn 2025 to USD 317.12mn 2034; 'fastest-growing market in Asia Pacific' per source.
IN hair_care market_size,824.8,usd_mn,USD,IN,hair_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/india-hair-growth-products-market,2026-07-24,LOW,"India HAIR GROWTH PRODUCTS market (broader than RedSeer's alopecia-driven USD 267mn 2023 — includes general anti-hairfall products). Forecast USD 1,124.1mn by 2034, CAGR 3.33% (2026-2034). Definitional mismatch with RedSeer; do not merge. Also 5.3x Deep Market Insights' hair-serum figure (USD 155.16mn 2025, same period, see companion claim) in the same scalp_care bucket — different product definitions, do not average or treat as convergent."
IN hair_care growth_yoy,4.57,percent,USD,IN,hair_care,2025,CY,NA,Market Research Future (derived),https://www.marketresearchfuture.com/reports/india-hair-care-market-44328,2026-07-25,ESTIMATE,"SCOPE CAVEAT: MRF scope is hair styling, shampoo, hair colorant, conditioners and hair oil. India hair oil carries a large unorganised/loose-sold tail; organised vs unorganised coverage not stated by the source. Do not present as an audited market-growth reading."
IN mens_grooming market_size,186.3,inr_bn,INR,IN,mens_grooming,2025,CY,RETAIL,Euromonitor International,,2026-07-21,HIGH,+9% growth
IN mens_grooming growth_yoy,9.0,percent,INR,IN,mens_grooming,2025,CY,RETAIL,Euromonitor International,,2026-07-21,HIGH,
IN mens_grooming market_size,2.3,usd_bn,USD,IN,mens_grooming,2024,CY,RETAIL,IMARC,,2026-07-21,LOW,Narrower 'male grooming products' basket; 6.8% forecast CAGR
IN mens_grooming cagr_forecast,12.2,percent,USD,IN,mens_grooming,2025-2035,range,RETAIL,Future Market Insights,https://www.futuremarketinsights.com/reports/mens-skincare-products-market,2026-07-22,LOW,India MEN'S SKINCARE (sub-slice) CAGR; faster than overall grooming
IN mens_grooming market_size,20500.0,inr_cr,INR,IN,mens_grooming,2024,CY,RETAIL,IBEF — India Men's Grooming Industry (Mar 2026),https://www.ibef.org/blogs/india-men-s-grooming-industry-expanding-product-categories-and-consumer-base,2026-07-24,MEDIUM,"Rs 20,500 cr (US$ 2.3bn) 2024. IBEF (govt-backed trade body) figure matches IMARC USD 2.3bn 2024 — likely same underlying source. Organised+unorganised coverage not stated; assume predominantly organised retail. Year stated as '2024' (calendar) not FY. Sits ~10% above Euromonitor INR 186.3bn 2025 baseline — definitional check needed before reconciliation."
IN mens_grooming market_size,38300.0,inr_cr,INR,IN,mens_grooming,2033,CY,RETAIL,IBEF — India Men's Grooming Industry (Mar 2026),https://www.ibef.org/blogs/india-men-s-grooming-industry-expanding-product-categories-and-consumer-base,2026-07-24,MEDIUM,"Rs 38,300 cr (US$ 4.3bn) by 2033 forecast; implies ~7.2% CAGR from 2024. IBEF also notes haircare+deodorants are largest revenue contributors while skincare and beard care are fastest-growing (qualitative — supports corridor whitespace #4), e-commerce 30-35% of urban men's grooming sales."
IN mens_grooming market_size,18165.13,inr_cr,INR,IN,mens_grooming,2025,CY,RETAIL,Expert Market Research — India Men's Grooming Market,https://www.expertmarketresearch.com/reports/india-mens-grooming-market,2026-07-24,LOW,"Conflicts with IBEF/IMARC Rs 20,500 cr for 2024 (EMR's 2025 base is ~11% LOWER than IBEF's 2024) and with Euromonitor INR 186.3bn 2025 — three-way definitional spread of ~±10%. Cross-referenced; keep Euromonitor as primary segment anchor."
